date,TEMP,pH,Cond,TD,DO,Mn,TP,NH3
01/01/2011,12,6.97,98,40.5,6.36,2.28,0.09,0.17
01/02/2011,11.7,6.97,98,40.8,6.4,2.06,0.09,0.21
01/03/2011,11.4,6.97,93,53.4,6.64,1.81,0.08,0.15
01/04/2011,9.9,6.96,95,33.5,6.39,2.38,0.09,0.2
01/05/2011,9.2,7.01,99,32.2,6.5,2.23,0.08,0.22
01/06/2011,9.9,6.97,98,32.9,6.74,1.74,0.07,0.13
01/07/2011,9.2,6.93,102,22.4,7.02,1.69,0.09,0.19
01/08/2011,9.6,6.97,104,35.1,7.26,1.79,0.07,0.27
01/09/2011,11.9,6.92,103,25.5,6.13,1.61,0.08,0.18
01/10/2011,12.3,6.96,102,30.9,6.66,1.9,0.06,0.08
01/11/2011,10.7,6.99,97,36.1,7.15,3.73,0.09,0.12
01/12/2011,9.3,6.95,97,34.5,7.66,2.33,0.08,0.13
01/13/2011,9.2,6.98,95,42,8.01,3.05,0.1,0.14
01/14/2011,10.5,6.95,98,30.9,7.01,3.05,0.07,0.13
01/15/2011,11.2,6.94,98,27.2,6.61,3.41,0.08,0.13
01/16/2011,9.1,6.93,93,39.6,7.51,3.4,0.12,0.23
01/17/2011,9.1,6.92,96,31.9,7.07,2.97,0.08,0.22
01/18/2011,10,6.93,95,37.6,7.55,2.64,0.08,0.11
01/19/2011,10.8,6.9,99,33.5,7.4,2.96,0.09,0.13
01/20/2011,10.6,6.86,100,31.8,7,3,0.08,0.12
01/21/2011,9.2,6.8,99,32.6,7.32,2.92,0.07,0.07
01/22/2011,9.4,6.76,99,35.8,7.44,3.62,0.12,0.14
01/23/2011,9.9,6.7,97,35.6,7.19,3.35,0.09,0.15
01/24/2011,10,6.66,99,35.9,7.16,3.18,0.07,0.08
01/25/2011,9.7,6.61,98,34.8,7.31,3.27,0.07,0.12
01/26/2011,9.5,6.54,101,33.5,7.08,3.56,0.08,0.21
01/27/2011,9.9,6.51,102,34.8,6.55,3.54,0.08,0.15
01/28/2011,10.4,6.47,98,20.5,6.46,3.38,0.07,0.09
01/29/2011,9.3,6.52,101,29.8,7.39,3.74,0.08,0.13
01/30/2011,8.2,6.53,102,33.8,7.83,3.51,0.08,0.13
01/31/2011,8.7,6.54,101,27.8,7.65,3.3,0.07,0.15
02/01/2011,9.8,6.58,102,31.4,7.02,3.25,0.07,0.11
02/02/2011,9.8,6.63,102,32.5,7.37,3.93,0.09,0.19
02/03/2011,9.9,6.69,102,32,7.27,3.8,0.08,0.14
02/04/2011,11.9,6.72,99,26.5,6.61,3.53,0.07,0.09
02/05/2011,13.7,6.75,97,24.9,6.31,3.37,0.07,0.09
02/06/2011,15.2,6.77,97,26.2,6.04,4.03,0.09,0.14
02/07/2011,16.5,6.76,92,23.2,5.82,3.61,0.07,0.1
02/08/2011,18.3,6.7,89,21.4,4.93,3.93,0.09,0.22
02/09/2011,18.5,6.72,84,17.5,5.33,3.33,0.07,0.1
02/10/2011,18,6.7,85,21.4,5.31,3.71,0.07,0.13
02/11/2011,15,6.72,88,22.1,6.08,3.49,0.06,0.06
02/12/2011,12.8,6.66,84,23.9,7.15,3.52,0.07,0.13
02/13/2011,12.2,6.61,81,26.9,7.39,3.5,0.07,0.11
02/14/2011,10.7,6.57,83,23.8,7.62,3.57,0.08,0.14
02/15/2011,9.5,6.53,84,27.1,7.88,3.53,0.08,0.12
02/16/2011,9.1,6.51,87,35.2,8.35,3.64,0.09,0.17
02/17/2011,9.8,6.46,94,31,7.87,3.38,0.08,0.15
02/18/2011,10.4,6.45,94,35.4,8.13,3.63,0.1,0.22
02/19/2011,10.6,6.39,86,33.5,7.97,3.5,0.1,0.2
02/20/2011,11.3,6.38,88,37,8.41,3.31,0.08,0.11
02/21/2011,12.5,6.37,89,32.1,7.24,3.34,0.08,0.11
02/22/2011,13.2,6.39,87,37.5,8.09,3.93,0.12,0.12
02/23/2011,14.6,6.4,89,25.6,6.87,3.71,0.08,0.14
02/24/2011,15,6.38,87,19.2,6.19,3.6,0.07,0.12
02/25/2011,16.2,6.36,86,19.5,5.57,3.54,0.07,0.13
02/26/2011,16.4,5.61,79,16.8,4.19,3.68,0.07,0.17
02/27/2011,8.9,2.54,29,15,2.42,3.29,0.07,0.09
02/28/2011,23,6.29,86,26.4,5.45,3.85,0.09,0.12
03/01/2011,22.4,6.43,92,27.4,5.71,1.78,0.07,0.13
03/02/2011,17.5,6.33,89,30.2,6.68,2.2,0.07,0.11
03/03/2011,15.4,6.36,91,29.8,7.01,1.97,0.07,0.07
03/04/2011,13.6,6.31,89,29,7.48,1.81,0.07,0.08
03/05/2011,13.2,6.3,92,25.9,6.89,2.54,0.07,0.1
03/06/2011,13.9,6.3,99,29.2,7.16,1.83,0.06,0.08
03/07/2011,14.4,6.27,98,26,7.05,1.62,0.05,0.07
03/08/2011,14.2,6.25,100,30.1,7.21,1.47,0.06,
03/09/2011,14.6,6.2,102,29.5,7.02,1.46,0.06,
03/10/2011,15.2,6.16,105,24.1,6.69,1.57,0.05,0.28
03/11/2011,15.2,6.13,107,32.5,6.78,1.74,0.07,0.43
03/12/2011,14.4,6.1,105,28.1,7.24,1.64,0.06,0.09
03/13/2011,15.2,6.05,102,27,6.97,1.73,0.06,0.09
03/14/2011,18,6,102,26.5,6.34,1.92,0.06,0.1
03/15/2011,19.5,5.99,99,26.4,6.14,2.17,0.06,0.1
03/16/2011,15.1,6.15,111,32.5,7.01,2.83,0.08,0.13
03/17/2011,14.6,6.33,118,33.2,7.25,2.44,0.07,0.06
03/18/2011,14.6,6.38,122,30.1,7.34,2.88,0.08,0.11
03/19/2011,13.5,6.35,124,32.4,7.66,2.69,0.09,
03/20/2011,15.6,6.26,108,53.9,6.79,2.9,0.14,
03/21/2011,20.8,6.17,95,44.2,5.2,2.31,0.1,
03/22/2011,19.9,6.23,99,47.8,6.87,3.09,0.12,0.11
03/23/2011,15.3,6.31,112,48.2,8.74,2.47,0.11,0.07
03/24/2011,14.6,6.22,114,43.5,8.95,2.68,0.13,0.13
03/25/2011,15.8,6.2,113,32.9,8.6,2.63,0.12,0.08
03/26/2011,15.7,6.16,119,35.6,8.97,2.51,0.1,0.06
03/27/2011,12.7,5.35,108,31.8,8.95,2.21,0.09,0.05
03/28/2011,14.2,6.05,126,25.7,6.67,2.23,0.06,
03/29/2011,,,,,,,,
03/30/2011,,,,,,,,
03/31/2011,,,,,,,,
04/01/2011,0.25,0.25,0.25,0.25,0.25,,0.08,0.51
04/02/2011,7.8,6.36,39,8.4,3.83,0.25,0.03,0.19
04/03/2011,17.2,7.56,147,77.8,8.7,1.13,0.08,0.2
04/04/2011,11.9,7.29,148,56.5,6.06,1.99,0.07,0.28
04/05/2011,14.9,7.12,181,96.6,6.15,2.38,0.08,0.44
04/06/2011,15.5,7.12,189,75.3,6.07,2.43,0.08,0.45
04/07/2011,16.3,7.12,199,13.8,5.53,2.46,0.07,0.38
04/08/2011,16.4,7.19,192,124.7,4.61,2.37,0.08,0.17
04/09/2011,16.3,7.1,198,286.6,5.19,2.62,0.07,0.17
04/10/2011,16,7.1,127,126.2,5.3,2.22,0.06,0.14
04/11/2011,20.7,6.93,176,30.2,6.77,3.54,0.05,0.14
04/12/2011,20.2,6.78,170,20.7,6.32,3.86,0.05,0.15
04/13/2011,20.2,6.5,178,22.5,5.22,2.62,0.06,0.18
04/14/2011,21.1,6.35,188,16.1,5.29,2.31,0.06,0.18
04/15/2011,22.2,6.47,187,19.8,6.71,3.04,0.06,0.14
04/16/2011,22.7,6.57,195,35.2,6.56,3.12,0.06,0.12
04/17/2011,21.9,6.42,193,21.8,5.53,3.31,0.07,0.17
04/18/2011,10.7,3.33,93,7.9,2.31,1.54,0.03,0.11
04/19/2011,23.7,6.77,190,33.4,8.55,3.95,0.08,0.11
04/20/2011,22.7,7.07,189,10.1,7.8,2.89,0.06,0.16
04/21/2011,22.7,6.98,189,3.3,7.61,5.11,0.07,0.16
04/22/2011,22.5,6.74,200,3.6,5.9,4.77,0.07,0.19
04/23/2011,24.7,7.2,224,15.2,8.32,7.04,0.09,0.46
04/24/2011,23.1,6.71,214,7.7,6.26,5.32,0.07,0.44
04/25/2011,24.2,6.93,230,6.9,5.83,4.65,0.06,0.09
04/26/2011,24.7,7.01,242,2.8,5.79,4.5,0.06,0.09
04/27/2011,25.6,6.9,246,6.1,5.46,4.57,0.07,0.09
04/28/2011,25.5,6.79,245,8.7,4.85,3.5,0.08,0.13
04/29/2011,25,6.82,236,29.8,3.64,3.5,0.07,0.15
04/30/2011,24.6,6.86,246,28.8,2.97,3.65,0.07,0.17
05/01/2011,25.9,6.76,261,26,3.23,4.31,0.08,0.2
05/02/2011,24.4,6.68,238,30.2,2.98,2.68,0.08,0.17
05/03/2011,23.2,6.59,250,42,3.79,2.28,0.09,0.24
05/04/2011,22.6,6.76,205,88.3,4.19,2.19,0.12,0.32
05/05/2011,22.9,6.73,178,56.3,4.73,2.24,0.11,0.3
05/06/2011,23.1,6.64,176,56.9,4.53,2.43,0.09,0.21
05/07/2011,23.6,6.59,167,68.4,4.07,2.55,0.08,0.15
05/08/2011,23.9,6.54,156,46.6,3.85,2.65,0.09,0.16
05/09/2011,24.4,6.43,155,48.6,4.78,2.98,0.09,0.14
05/10/2011,24.4,6.45,162,43.7,4.49,2.54,0.09,0.1
05/11/2011,24.6,6.35,146,36.4,4.93,1.66,0.09,0.07
05/12/2011,24.4,6.35,155,33.1,4.85,1.94,0.07,0.08
05/13/2011,23.4,6.36,144,65.9,4.71,2.04,0.07,0.07
05/14/2011,23,6.22,131,58,4.55,1.72,0.07,0.07
05/15/2011,14.8,4.29,84,40.5,4.11,1.93,0.05,0.13
05/16/2011,22,6.35,119,69.8,6.82,2.35,0.08,0.15
05/17/2011,23,6.29,119,84,6.17,1.73,0.08,0.18
05/18/2011,23.4,6.31,115,68.3,6.09,1.87,0.08,0.18
05/19/2011,24.4,6.3,115,56.4,6.12,1.66,0.07,0.12
05/20/2011,25.6,6.26,118,53.4,5.94,1.55,0.07,
05/21/2011,23.6,6.18,112,61.8,6.02,1.73,0.07,0.05
05/22/2011,25.1,6,112,56.7,6.02,1.46,0.06,0.09
05/23/2011,23.5,6.12,110,48,6.02,1.26,0.06,0.05
05/24/2011,22.6,6.05,119,41.2,5.98,1.19,0.06,0.06
05/25/2011,23.5,6.78,121,34.1,6.11,1.5,0.07,0.06
05/26/2011,24,6.29,128,32.7,5.08,1.64,0.06,0.09
05/27/2011,24,7.23,128,32.9,5.45,1.81,0.06,0.08
05/28/2011,24.4,7.16,124,31.4,5.07,1.73,0.06,0.07
05/29/2011,24.7,7.22,127,31.2,5.17,1.86,0.06,0.05
05/30/2011,25.1,7.23,125,38.7,4.85,1.83,0.06,0.07
05/31/2011,26.1,7.38,134,23,5.14,2.08,0.06,0.05
06/01/2011,27.1,7.52,133,26,6.07,2.4,0.05,
06/02/2011,26.2,7.6,133,26.5,6.12,2.44,0.05,
06/03/2011,25.2,7.2,136,27.7,5.38,1.91,0.06,
06/04/2011,26.3,7.11,147,24.3,5.26,2.02,0.06,
06/05/2011,26.2,7.03,153,22.1,4.96,2.09,0.05,
06/06/2011,26.9,6.98,154,35.1,4.67,2.12,0.06,0.05
06/07/2011,26.6,6.9,157,23,4.35,2.03,0.06,
06/08/2011,27,6.77,156,23.5,4.18,1.93,0.06,0.06
06/09/2011,27.7,6.97,160,39.5,4.57,2.07,0.06,0.28
06/10/2011,28.2,7.2,159,27.9,5.09,2.17,0.05,
06/11/2011,28.1,7.25,162,24.5,4.95,2.09,0.05,
06/12/2011,23.9,6.29,139,21.8,3.77,2.1,0.05,
06/13/2011,19.2,4.87,112,61.2,2.95,1.79,0.05,0.06
06/14/2011,28.2,7.25,174,54.3,4.44,2.21,0.07,0.05
06/15/2011,28.8,7.28,183,16.6,4.02,1.79,0.07,0.25
06/16/2011,29.1,7.32,187,25.6,4.21,1.88,0.09,0.26
06/17/2011,29,7.38,186,30.1,4.17,2.36,0.08,0.26
06/18/2011,29.6,7.39,197,15.2,3.8,1.83,0.08,0.24
06/19/2011,30,7.45,195,22.7,4.32,3.14,0.06,0.19
06/20/2011,30.1,7.2,198,15.2,3.06,2.62,0.06,0.23
06/21/2011,30.3,7.21,203,13.5,3.03,2.61,0.07,0.23
06/22/2011,30.1,7.19,209,13.4,3.55,2.21,0.07,0.29
06/23/2011,30.8,7.29,215,25.2,3.92,2.44,0.07,0.26
06/24/2011,31.2,7.28,211,14.5,4.07,2.28,0.06,0.27
06/25/2011,30.8,7.33,215,15.9,4.23,2.52,0.06,0.27
06/26/2011,30.9,7.22,212,18,3.69,2.4,0.06,0.27
06/27/2011,31,7.35,210,20.2,4.2,2.49,0.06,0.28
06/28/2011,30.4,6.88,205,23.1,3.96,2.45,0.06,0.29
06/29/2011,30.1,6.57,201,31.2,3.62,2.07,0.06,0.34
06/30/2011,30.5,6.65,202,43.7,4.26,2.56,0.06,0.29
07/01/2011,30.8,6.63,195,37.9,4.04,2.35,0.06,0.23
07/02/2011,31.3,6.64,176,27.7,5.49,2.25,0.05,0.16
07/03/2011,31.7,6.69,195,18.2,5.37,1.82,0.04,0.17
07/04/2011,31.4,6.62,197,20.8,5.17,2.07,0.05,0.16
07/05/2011,31.8,6.71,194,28.1,5.65,2.57,0.05,0.15
07/06/2011,32,6.7,198,19.3,5.54,2.41,0.05,0.12
07/07/2011,32,6.54,200,17.1,4.61,2.28,0.05,0.14
07/08/2011,32.2,6.55,201,16.9,4.57,2.52,0.05,0.13
07/09/2011,32,6.54,201,20.5,5.34,2.04,0.04,0.17
07/10/2011,31.8,6.6,198,27.6,5.13,1.81,0.05,0.15
07/11/2011,31.6,6.59,201,13.6,4.64,1.77,0.05,0.13
07/12/2011,31.3,6.54,204,16.3,4.23,1.62,0.05,0.16
07/13/2011,31.5,6.52,201,14.7,3.94,1.5,0.05,0.21
07/14/2011,32,6.57,199,14.2,4.5,1.78,0.06,0.24
07/15/2011,31.3,6.48,203,23.7,4.42,1.89,0.06,0.28
07/16/2011,30.6,6.45,201,15.5,3.64,1.85,0.07,0.34
07/17/2011,30.6,6.42,205,18.1,3.5,1.95,0.06,0.34
07/18/2011,29.8,6.46,194,25,4.32,1.77,0.06,0.29
07/19/2011,30.7,6.55,210,40.2,4.61,1.59,0.06,0.32
07/20/2011,30.2,6.51,192,34.4,4.65,1.51,0.06,0.4
07/21/2011,30,6.47,179,31.7,4.44,1.47,0.06,0.37
07/22/2011,31.2,6.54,176,29.8,5.09,1.63,0.06,0.32
07/23/2011,31.7,6.68,183,37.7,5.45,1.89,0.05,0.27
07/24/2011,32.3,6.78,190,23.1,6.15,2.06,0.05,0.22
07/25/2011,32.6,6.66,194,21,5.47,2.24,0.06,0.23
07/26/2011,32.3,6.6,198,17.1,4.82,2.38,0.06,0.23
07/27/2011,32.7,6.63,202,29.3,4.89,2.31,0.06,0.2
07/28/2011,32.9,6.62,206,17.3,4.8,2.26,0.06,0.21
07/29/2011,32.8,6.58,210,13.1,4.57,2.33,0.06,0.2
07/30/2011,33,6.72,217,17.7,5.8,2.56,0.05,0.17
07/31/2011,32.5,6.61,226,14.2,4.33,2.26,0.05,0.26
08/01/2011,32.9,6.83,231,35.9,5.83,2.63,0.05,0.27
08/02/2011,33.3,6.78,227,18.6,5.96,2.75,0.04,0.26
08/03/2011,33.3,6.65,219,17.8,5.6,2.74,0.04,0.23
08/04/2011,33.2,6.68,220,16.5,5.62,2.74,0.05,0.21
08/05/2011,33.1,6.56,211,28.8,5.03,2.62,0.05,0.24
08/06/2011,33,6.57,200,28.1,4.7,2.34,0.05,0.22
08/07/2011,33,6.51,201,20.2,4.41,2.46,0.05,0.23
08/08/2011,32.5,6.54,211,23.9,3.95,2.16,0.05,0.18
08/09/2011,32,6.51,216,31,3.57,2.02,0.05,0.18
08/10/2011,32.2,6.53,232,38.8,3.23,1.83,0.05,0.22
08/11/2011,32.7,6.53,238,26.1,4.33,2.02,0.05,0.22
08/12/2011,32.5,6.42,222,23,3.71,1.99,0.05,0.19
08/13/2011,32.6,6.49,215,20.9,3.57,1.92,0.05,0.17
08/14/2011,32.7,6.47,217,17.3,3.67,1.88,0.05,0.18
08/15/2011,32.8,6.52,222,34.7,4.31,1.81,0.05,0.18
08/16/2011,32.6,6.56,228,15.6,4.22,1.88,0.05,0.16
08/17/2011,32.7,6.47,229,14.3,4.55,1.84,0.05,0.12
08/18/2011,32.3,6.54,232,15.2,4.84,1.69,0.04,0.08
08/19/2011,32,6.52,224,34.8,4.36,1.54,0.05,0.08
08/20/2011,32.2,6.48,227,15.3,4.44,1.48,0.05,0.07
08/21/2011,32.5,6.52,232,11.8,4.43,1.86,0.05,0.09
08/22/2011,32.7,6.52,238,12.9,4.44,2.16,0.05,0.12
08/23/2011,32.3,6.56,235,22.2,4.74,2.18,0.04,0.13
08/24/2011,31.6,6.48,222,27.8,3.85,2.09,0.05,0.15
08/25/2011,31.5,6.46,222,17.4,3.08,2.2,0.05,0.19
08/26/2011,31.9,6.46,216,13.9,3.33,2.17,0.05,0.18
08/27/2011,32.1,6.52,213,29.1,4.32,2.22,0.04,0.13
08/28/2011,31.8,6.5,203,14.6,4.34,2.12,0.04,0.09
08/29/2011,30.7,6.5,229,14.7,3.33,2.24,0.05,0.13
08/30/2011,30,6.48,228,28.5,3.28,2,0.06,0.22
08/31/2011,29.1,6.44,195,107.3,3.86,2.43,0.07,0.57
09/01/2011,28.9,6.43,177,92,3.46,2.12,0.07,0.62
09/02/2011,28.9,6.37,174,76,3.29,2.02,0.07,0.53
09/03/2011,29.3,6.42,182,58.2,3.35,2.09,0.06,0.37
09/04/2011,29.7,6.44,186,37.9,3.65,1.94,0.06,0.16
09/05/2011,29.5,6.54,180,38.2,4.38,2,0.06,0.08
09/06/2011,30.5,6.75,204,21.8,5.9,1.45,0.06,0.06
09/07/2011,30.7,6.51,205,15.1,5.64,1.54,0.05,0.12
09/08/2011,31.5,6.76,215,18.5,6.93,2.18,0.05,0.08
09/09/2011,31.7,6.8,212,12.9,6.78,1.92,0.04,0.07
09/10/2011,31.3,6.67,210,10.8,5.73,1.71,0.04,0.08
09/11/2011,30.9,6.6,207,4.1,5.14,2.18,0.03,0.08
09/12/2011,30.7,6.55,210,9.9,4.86,2.17,0.03,0.09
09/13/2011,30.7,6.46,206,9.6,5.15,2.12,0.04,0.1
09/14/2011,30.4,6.43,214,11.6,4.7,1.89,0.03,0.1
09/15/2011,30.4,6.36,204,16.7,4.89,1.6,0.04,0.11
09/16/2011,30.4,6.32,202,20.6,4.59,1.53,0.04,0.18
09/17/2011,30.8,6.31,197,18.8,5.41,1.59,0.03,0.23
09/18/2011,30.8,6.3,193,21.2,4.85,1.68,0.03,0.23
09/19/2011,30.1,6.29,190,25.2,4.54,1.98,0.03,0.26
09/20/2011,29.3,6.24,189,24.1,4.41,2.01,0.03,0.26
09/21/2011,28.7,6.25,192,19.7,4.34,2.19,0.03,0.21
09/22/2011,28.1,6.14,184,30.5,4.44,1.84,0.04,0.14
09/23/2011,27.7,6.29,200,18.1,4.08,1.68,0.03,0.13
09/24/2011,27.7,6.46,204,15,3.5,1.82,0.02,0.16
09/25/2011,27.7,6.36,195,16.3,3.5,1.86,0.03,0.07
09/26/2011,26.9,6.16,148,38.4,5.23,2.05,0.02,0.05
09/27/2011,29.1,6.5,204,13.3,4.31,2.27,0.02,
09/28/2011,28.4,6.58,215,15.7,5.04,2.53,0.02,
09/29/2011,29,6.58,221,14.8,4.95,2.54,0.02,
09/30/2011,29.1,6.68,231,8.8,5.33,2.6,0.02,
10/01/2011,28,6.65,226,13.3,5.05,2.46,0.02,0.06
10/02/2011,27.2,6.57,208,15.2,4.22,2.22,0.03,0.11
10/03/2011,25.8,6.53,210,10.6,3.86,2.2,0.04,0.12
10/04/2011,25.3,6.59,210,22.2,3.99,1.97,0.04,0.24
10/05/2011,25.6,6.52,208,15.9,3.5,2.11,0.04,0.21
10/06/2011,25.9,6.53,200,14,3.41,2.28,0.04,0.17
10/07/2011,25.6,6.56,190,17.6,3.36,2.33,0.05,0.2
10/08/2011,25.9,6.5,187,13.2,3.17,2.41,0.05,0.22
10/09/2011,26,6.52,188,12.3,3.47,2.6,0.04,0.16
10/10/2011,26.5,6.46,199,7.1,2.95,2.67,0.04,0.15
10/11/2011,26.5,6.52,204,14.6,3.94,2.76,0.04,0.14
10/12/2011,26.8,6.5,212,11.9,4.17,2.85,0.03,0.17
10/13/2011,26,6.51,211,19.2,4.4,2.48,0.05,0.3
10/14/2011,23.4,6.02,192,39.3,4.03,2.06,0.06,0.41
10/15/2011,25.5,6.45,209,29.8,3.76,2.15,0.06,0.51
10/16/2011,25.1,6.39,203,28.1,3.74,2.12,0.07,0.51
10/17/2011,23.8,6.27,187,20.3,3.77,1.91,0.09,0.67
10/18/2011,,,,,,,,
10/19/2011,,,,,,,,
10/20/2011,,,,,,,,
10/21/2011,,,,,,,,
10/22/2011,,,,,,,,
10/23/2011,,,,,,,,
10/24/2011,,,,,,,,
10/25/2011,23.9,6.55,216,29.8,4.17,1.89,0.13,1
10/26/2011,23.7,6.53,212,25.7,4.57,2.01,0.08,0.69
10/27/2011,24.3,6.61,214,25.1,4.84,2.15,0.06,0.51
10/28/2011,24.5,6.62,211,26.1,4.88,2.4,0.06,0.42
10/29/2011,24.5,6.64,210,13.4,4.95,2.62,0.06,0.39
10/30/2011,24.5,6.6,204,7.5,4.89,2.58,0.06,0.38
10/31/2011,24.3,6.57,214,9.7,4,2.92,0.05,0.47
11/01/2011,,,,,,,,
11/02/2011,,,,,,,,
11/03/2011,,,,,,,,
11/04/2011,24.9,6.58,222,0.9,1.88,1.01,0.05,0.18
11/05/2011,24.6,6.6,215,5.6,2.52,1.97,0.05,0.17
11/06/2011,25.5,6.68,213,9,4.85,3.65,0.04,0.09
11/07/2011,25.3,6.66,230,10.7,4.7,3.74,0.04,0.08
11/08/2011,24.5,6.61,249,14,4.82,3.7,0.05,0.1
11/09/2011,22.4,6.58,225,55.2,5.62,3.2,0.06,0.37
11/10/2011,21.9,6.59,163,80,5.99,3.04,0.08,0.75
11/11/2011,21.6,6.52,153,63.2,6.42,3.6,0.07,0.71
11/12/2011,22,6.55,158,44.7,6.55,3.92,0.07,0.54
11/13/2011,22.6,6.5,165,36.1,6.23,2.85,0.07,0.35
11/14/2011,22.3,6.51,175,28.7,6.1,3.46,0.06,0.29
11/15/2011,22.2,6.42,183,31.5,5.99,2.56,0.07,0.33
11/16/2011,22.5,6.4,180,28,5.41,2.81,0.07,0.39
11/17/2011,22.5,6.35,179,30.9,5.24,2.82,0.08,0.37
11/18/2011,22.7,6.35,185,23.9,5.43,2.88,0.09,0.44
11/19/2011,22.6,6.29,179,25.6,4.82,3.13,0.08,0.48
11/20/2011,21.7,6.24,154,28.8,5.56,3.03,0.08,0.47
11/21/2011,21,6.17,156,36,6.01,2.56,0.07,0.37
11/22/2011,20.9,6.19,145,36.1,6.24,2.37,0.08,0.4
11/23/2011,20.5,6.13,142,27.5,6.14,1.97,0.13,0.48
11/24/2011,20.2,6.2,143,26.1,6.19,2.28,0.08,0.5
11/25/2011,20.1,6.48,141,26.5,5.68,2.64,0.07,0.5
11/26/2011,20.1,6.56,143,24.6,5.96,2.67,0.07,0.35
11/27/2011,20.5,6.6,154,29.4,6.25,2.82,0.07,0.08
11/28/2011,20.8,6.68,183,26.1,6.38,3.06,0.07,0.08
11/29/2011,20.8,6.64,174,30.1,6.49,2.64,0.08,0.09
11/30/2011,20.9,6.59,173,24.1,6.05,2.9,0.07,0.09
12/01/2011,19.7,6.56,168,26.7,5.91,2.51,0.07,0.11
12/02/2011,18.6,6.5,172,26.9,6.08,2.35,0.07,0.14
12/03/2011,18,6.51,166,29.2,6.37,2.23,0.07,0.11
12/04/2011,17.9,6.43,161,29.4,6.35,2.27,0.07,0.08
12/05/2011,18,6.44,167,29.6,6.44,2.14,0.07,0.07
12/06/2011,18.8,6.46,170,36.6,6.59,2.14,0.07,0.06
12/07/2011,18.8,6.46,172,26.2,6.43,2.38,0.07,0.09
12/08/2011,17.5,6.43,166,24,6.46,2.33,0.06,0.12
12/09/2011,16.9,6.44,168,24.9,6.72,2.23,0.06,0.13
12/10/2011,16.4,6.48,164,22.6,6.9,2.21,0.06,0.13
12/11/2011,16,6.42,162,22.3,7.05,2.16,0.06,0.12
12/12/2011,16.4,6.43,164,21.9,7.29,2.09,0.06,0.11
12/13/2011,17,6.48,165,26.2,7.42,2.37,0.07,0.12
12/14/2011,17.2,6.53,170,23.3,7.14,2.43,0.07,0.14
12/15/2011,17.1,6.58,171,23.3,7.2,2.35,0.07,0.15
12/16/2011,16.2,6.49,163,22.6,7.31,1.99,0.07,0.15
12/17/2011,15.7,6.47,165,18,7.53,1.92,0.06,0.13
12/18/2011,15.5,6.47,162,22.8,7.69,1.98,0.06,0.12
12/19/2011,16.1,6.51,167,23.3,7.49,2.02,0.06,0.12
12/20/2011,16.9,6.5,176,24.7,7.27,2.16,0.07,0.15
12/21/2011,16.8,6.45,182,17.9,7.04,2.29,0.06,0.18
12/22/2011,15.9,6.41,181,19,7.07,2.29,0.06,0.17
12/23/2011,15.4,6.57,177,21.2,7.27,1.75,0.07,0.17
12/24/2011,14.2,6.65,178,24.9,8.12,2.27,0.07,0.19
12/25/2011,14.1,6.69,181,23.4,7.33,1.89,0.07,0.17
12/26/2011,14,6.67,176,20.9,7.38,1.78,0.06,0.17
12/27/2011,14.7,6.68,180,20,7.3,1.23,0.06,0.15
12/28/2011,15.4,6.73,189,17.9,7.28,2.12,0.05,0.16
12/29/2011,15.4,6.67,187,15.1,7.55,2.4,0.05,0.18
12/30/2011,15.2,6.65,187,14.4,7.32,2.31,0.05,0.19
12/31/2011,15,6.63,186,17.2,7.5,2.19,0.05,0.19
01/01/2012,15.1,6.59,184,11.1,7.76,2.42,0.05,0.18
01/02/2012,15.1,6.6,188,14.5,7.89,2.56,0.06,0.16
01/03/2012,14.6,6.6,195,18.4,7.76,2.3,0.06,0.17
