date,TEMP,pH,Cond,TD,DO,Mn,TP,NH3
01/04/2012,13.9,6.58,192,16.2,7.88,2.38,0.06,0.17
01/05/2012,13.2,6.66,186,17.1,7.91,2.25,0.06,0.17
01/06/2012,12.8,6.51,184,19.3,7.9,1.91,0.07,0.19
01/07/2012,13.1,6.57,192,22.4,7.13,2.3,0.07,0.19
01/08/2012,13.6,6.51,187,19,7.58,2.57,0.08,0.19
01/09/2012,13.9,6.59,192,15.2,8.12,2.42,0.08,0.24
01/10/2012,14.2,6.46,192,12.7,7.89,2.76,0.08,0.23
01/11/2012,14.1,6.52,192,10.1,8.15,2.87,0.08,0.22
01/12/2012,13.8,6.67,182,14,7.28,2.29,0.09,0.25
01/13/2012,13.5,6.54,179,13,7.25,2.59,0.09,0.26
01/14/2012,13.9,6.64,187,14.3,7.28,2.56,0.09,0.22
01/15/2012,14.3,6.7,180,27,7.46,2.26,0.1,0.2
01/16/2012,13.5,6.82,154,61.6,8.39,2.09,0.11,0.28
01/17/2012,13.8,6.81,149,52.7,6.93,2.3,0.11,0.24
01/18/2012,14,6.76,149,41,6.98,2.32,0.1,0.2
01/19/2012,14.1,6.86,147,31.7,7.63,2.19,0.1,0.16
01/20/2012,14.2,6.93,151,23.8,7.89,1.95,0.12,0.13
01/21/2012,13.7,6.82,127,23,8.05,2.03,0.09,0.09
01/22/2012,11.9,6.8,124,31.9,7.72,2.07,0.09,0.1
01/23/2012,11.9,6.72,110,41.4,8.74,1.67,0.09,0.38
01/24/2012,11.6,6.67,104,34.7,8.83,1.84,0.08,0.08
01/25/2012,11.1,6.73,99,28.8,8.67,1.58,0.07,0.03
01/26/2012,10.6,6.71,97,30.8,8.11,1.61,0.07,0.15
01/27/2012,10.9,6.63,96,33.9,7.92,1.38,0.07,0.05
01/28/2012,12.1,6.71,101,28.4,7.68,1.52,0.07,0.07
01/29/2012,11.5,6.72,99,28.2,7.56,1.41,0.07,0.09
01/30/2012,7.5,4.2,65,11.6,5.33,2.15,0.06,0.24
01/31/2012,12.3,6.87,102,14.8,9.24,1.79,0.06,0.08
02/01/2012,12.4,6.89,102,15.7,9.27,1.6,0.06,0.09
02/02/2012,12.4,6.63,99,13.7,8.67,1.55,0.06,0.11
02/03/2012,12.3,6.69,104,13.5,8.76,1.76,0.06,0.09
02/04/2012,12.5,6.56,104,12.9,8.54,1.77,0.06,0.11
02/05/2012,13.6,6.52,108,14,8.35,1.9,0.06,0.1
02/06/2012,14.5,6.53,118,14.8,8.04,1.85,0.06,0.12
02/07/2012,13.5,6.67,116,16.4,7.97,1.7,0.07,0.14
02/08/2012,12.7,6.65,112,18,8.26,1.39,0.06,0.13
02/09/2012,12.5,6.55,115,17.3,8.46,1.5,0.07,0.13
02/10/2012,12.4,6.58,118,19.1,8.2,1.38,0.08,0.16
02/11/2012,12,6.53,116,15.8,8.03,1.43,0.09,0.2
02/12/2012,12.5,6.57,121,12.2,8.04,1.49,0.08,0.16
02/13/2012,13.6,6.59,127,12.4,7.87,2.47,0.07,0.14
02/14/2012,14.7,6.46,127,11.3,7.29,2.32,0.08,0.14
02/15/2012,15.6,6.41,129,12.3,6.85,2.22,0.08,0.16
02/16/2012,14,6.6,134,11.8,8.69,2.09,0.08,0.21
02/17/2012,13.4,6.42,129,11.8,8.48,1.35,0.07,0.2
02/18/2012,13.2,6.4,131,11.6,7.91,1.45,0.07,0.16
02/19/2012,13.2,6.41,130,11.6,7.74,1.88,0.07,0.15
02/20/2012,13.7,6.41,134,10.5,7.65,1.46,0.07,0.17
02/21/2012,14.9,6.45,137,11.2,7.52,1.96,0.07,0.18
02/22/2012,15.5,6.35,131,8.2,7.25,2.59,0.07,0.16
02/23/2012,,,,,,,,
02/24/2012,,,,,,,,
02/25/2012,,,,,,,,
02/26/2012,13.6,6.39,117,58.2,7.8,2.1,0.09,0.15
02/27/2012,13.1,6.47,118,49.5,8.07,2.06,0.09,0.12
02/28/2012,12.9,6.42,112,90.4,8.34,2.4,0.11,0.15
02/29/2012,13.2,6.26,100,149.3,8.76,2.45,0.09,0.15
03/01/2012,14.1,6.4,103,111.8,8.59,2.35,0.08,0.09
03/02/2012,14.2,6.39,105,94.4,8.06,2.03,0.08,0.09
03/03/2012,14.6,6.39,82,88.4,8.19,2.09,0.07,0.08
03/04/2012,15,6.41,104,110.1,8.27,2.47,0.07,0.08
03/05/2012,15.6,6.33,101,127.3,8.46,2.08,0.07,0.06
03/06/2012,16,6.21,99,155,7.87,2.72,0.09,0.05
03/07/2012,15.4,6.36,94,416,8.59,8.56,,0.07
03/08/2012,,,,,,,,
03/09/2012,,,,,,,,
03/10/2012,13.3,6.57,71,166.3,9.28,2.23,0.07,0.03
03/11/2012,13.9,6.68,79,137.4,9.21,1.98,0.06,0.03
03/12/2012,13.8,6.58,79,103.5,8.87,1.76,0.06,0.03
03/13/2012,13.3,6.52,79,81.6,8.59,1.9,0.06,0.03
03/14/2012,14,6.46,84,63.7,8.66,1.82,0.05,0.03
03/15/2012,15.2,6.35,87,57.7,8.27,1.87,0.05,0.03
03/16/2012,16.1,6.48,86,52.4,8.09,1.87,0.05,0.05
03/17/2012,17.4,6.53,91,49.9,7.73,2.31,0.06,0.03
03/18/2012,19.2,6.44,70,57.1,7.39,2.43,0.06,0.03
03/19/2012,18.9,6.34,91,87.5,7.11,2.45,0.07,0.03
03/20/2012,18.4,6.33,97,49.5,6.85,2.03,0.06,0.03
03/21/2012,18.4,6.29,93,50,6.88,1.5,0.06,0.05
03/22/2012,20.2,6.27,98,43.5,6.38,1.93,0.06,0.07
03/23/2012,17.4,6.32,93,36.6,6.51,1.68,0.06,0.08
03/24/2012,16.7,6.24,99,30.2,6.44,1.8,0.06,0.1
03/25/2012,17.3,6.26,97,28.5,7.06,1.8,0.06,0.09
03/26/2012,17.8,6.27,104,28.2,6.96,2.02,0.06,0.09
03/27/2012,17.9,6.2,103,30.9,6.87,2.06,0.06,0.08
03/28/2012,19,6.23,107,28.7,6.76,2.09,0.06,0.09
03/29/2012,18.4,6.14,105,26.2,6.73,1.66,0.06,0.17
03/30/2012,19,6.13,107,27.6,6.68,1.92,0.06,0.24
03/31/2012,18.9,6.19,110,28.8,6.77,1.94,0.06,0.25
04/01/2012,18.5,6.2,110,33.5,6.69,2.04,0.06,0.24
04/02/2012,19.2,6.17,110,33.4,6.64,1.64,0.06,0.23
04/03/2012,20.3,6.21,116,29.3,6.2,1.96,0.06,0.23
04/04/2012,19.5,6.28,114,31.9,6.63,1.97,0.06,0.23
04/05/2012,19.1,6.44,114,34.9,6.66,1.7,0.06,0.23
04/06/2012,18.6,6.36,111,28.3,6.81,1.81,0.06,0.25
04/07/2012,19.5,6.44,112,29.3,6.75,1.77,0.06,0.23
04/08/2012,18.8,6.4,113,28.9,6.57,1.86,0.06,0.24
04/09/2012,18.9,6.31,113,32.7,6.75,1.85,0.06,0.24
04/10/2012,21.1,6.31,111,32.1,6.81,2.05,0.07,0.21
04/11/2012,20.8,6.3,114,32.3,6.2,2.23,0.07,0.22
04/12/2012,21,6.27,117,38.1,5.97,2.09,0.07,0.23
04/13/2012,21.9,6.28,113,56.2,6.08,2.15,0.08,0.21
04/14/2012,22.2,6.25,107,141.2,6.08,2.53,0.08,0.18
04/15/2012,21.6,6.34,111,110.3,6.06,2.49,0.08,0.16
04/16/2012,21.8,6.23,100,266,6.22,3.38,0.09,0.18
04/17/2012,20.3,6.28,99,221.8,6.6,2.8,0.08,0.14
04/18/2012,19.4,6.32,94,173.8,6.84,2.52,0.09,0.13
04/19/2012,20.3,6.26,91,213,7.3,2.59,0.09,0.09
04/20/2012,21.5,6.3,96,195.8,7.15,2.41,0.08,0.08
04/21/2012,21.3,6.32,95,117.6,6.84,1.91,0.06,0.05
04/22/2012,21.5,6.3,93,88.1,6.64,1.94,0.06,0.03
04/23/2012,23.1,6.28,99,77.8,6.29,1.91,0.06,0.03
04/24/2012,23,6.3,104,77,5.77,2.16,0.06,0.06
04/25/2012,22.6,6.25,98,225.7,5.78,3.43,0.09,0.08
04/26/2012,21.4,6.34,87,451.6,7.24,4.58,,0.03
04/27/2012,20.6,6.44,81,286.1,7.73,2.96,0.08,0.03
04/28/2012,21.9,6.37,82,161.7,7.67,2.47,0.07,0.03
04/29/2012,22.4,6.3,85,107.1,7.35,2.41,0.07,0.03
04/30/2012,22.1,6.35,82,280.2,7.65,4.11,0.1,0.1
05/01/2012,23,6.37,79,424.1,8.1,4.48,,0.09
05/02/2012,23.4,6.33,75,490.8,8.02,6.71,,0.07
05/03/2012,22.8,6.41,74,405,8.19,4.68,,0.03
05/04/2012,22.2,6.37,68,483.5,8.19,7.42,,0.09
05/05/2012,23.2,6.35,67,355.8,8.27,3.98,,0.05
05/06/2012,23.8,6.22,69,194.5,7.82,2.04,0.06,0.06
05/07/2012,24.4,6.3,75,114.7,7.48,2.05,0.06,0.06
05/08/2012,25.1,6.24,79,91,7.23,2.13,0.06,0.08
05/09/2012,25.7,6.22,84,129.4,6.99,2.42,0.07,0.08
05/10/2012,23.7,6.32,79,344.5,7.57,4.24,0.08,0.07
05/11/2012,24,6.32,74,385.9,7.98,3.75,,0.07
05/12/2012,23.5,6.21,71,371.6,7.85,3.28,,0.05
05/13/2012,23.7,6.28,75,368.6,7.59,6.69,0.06,0.06
05/14/2012,25,6.33,73,459,8.07,7.52,,0.05
05/15/2012,24,6.4,68,251.2,7.9,2.55,0.07,0.1
05/16/2012,23.6,6.37,68,183.8,7.97,2.27,0.07,0.03
05/17/2012,24.4,6.32,71,140.3,7.93,2.15,0.06,0.03
05/18/2012,24.7,6.35,72,139.2,7.53,2.05,0.06,0.05
05/19/2012,24.6,6.35,77,148.5,7.22,2.26,0.07,0.07
05/20/2012,25.7,6.4,85,103.2,7.14,1.94,0.06,0.08
05/21/2012,25.2,6.28,85,84.2,6.92,1.68,0.06,0.08
05/22/2012,25.3,6.25,88,76.9,6.85,1.63,0.06,0.08
05/23/2012,25.5,6.31,91,76.9,6.82,1.68,0.06,0.08
05/24/2012,26.2,6.28,93,57.9,6.69,1.58,0.06,0.08
05/25/2012,26.1,6.43,91,58.9,6.45,1.57,0.06,0.08
05/26/2012,25.5,6.68,92,55.4,6.44,1.94,0.06,0.07
05/27/2012,25.1,6.6,92,50,6.32,1.87,0.06,0.08
05/28/2012,25.7,6.56,94,48,5.82,2.06,0.06,0.06
05/29/2012,25.9,6.5,95,46.3,6.19,2,0.06,0.08
05/30/2012,25.7,6.46,95,46.5,5.66,1.94,0.06,0.06
05/31/2012,27.7,6.37,101,44.9,5.56,2.34,0.06,0.07
06/01/2012,26.6,6.36,97,47.7,5.47,1.8,0.06,0.06
06/02/2012,25.2,6.28,102,40.3,4.8,2.06,0.06,0.05
06/03/2012,25.9,6.3,102,29.9,4.38,1.74,0.06,0.06
06/04/2012,26.8,6.35,104,20.3,4.16,1.51,0.06,0.05
06/05/2012,26.4,6.38,113,28.7,3.85,2.02,0.06,0.05
06/06/2012,26.9,6.37,112,27.7,4.25,1.81,0.07,0.05
06/07/2012,28.2,6.35,109,70.1,4.61,1.82,0.06,0.06
06/08/2012,28.4,6.5,111,31.3,5.81,1.77,0.06,0.1
06/09/2012,27.1,6.46,110,52,5.47,2.31,0.06,0.11
06/10/2012,27.3,6.36,105,41.3,5.13,2,0.06,0.1
06/11/2012,26.5,6.41,103,220.6,5.67,4.27,0.07,0.11
06/12/2012,0.25,0.25,0.25,0.25,0.25,0.25,0,0.03
06/13/2012,29.4,6.39,83,200.1,7.77,3.67,0.07,0.03
06/14/2012,27.8,6.51,87,64,6.87,2.54,0.05,0.03
06/15/2012,27.4,6.45,91,39.7,6.33,2.08,0.05,0.03
06/16/2012,27.4,6.47,98,37.9,5.87,2.77,0.05,0.03
06/17/2012,26.7,6.45,101,46.7,5.67,3.84,0.06,0.03
06/18/2012,27.1,6.43,99,69.7,6.51,3.26,0.06,0.03
06/19/2012,26.9,6.42,97,75,6.52,2.16,0.06,0.03
06/20/2012,26.3,6.32,93,42.4,5.88,2.54,0.06,0.03
06/21/2012,27.2,6.26,93,38.7,5.71,1.14,0.06,0.03
06/22/2012,27,6.21,94,29.5,5.45,1.35,0.05,0.03
06/23/2012,27.7,6.37,98,43.5,5.24,1.62,0.05,0.03
06/24/2012,27.2,6.31,95,32.1,5.23,1.38,0.06,0.03
06/25/2012,27.3,6.3,91,63.2,6.55,1.79,0.07,0.03
06/26/2012,27.8,6.34,91,51.5,6.41,1.85,0.06,0.03
06/27/2012,28.3,6.36,79,46.4,6.2,1.93,0.06,0.03
06/28/2012,28.7,6.29,88,33.3,5.84,1.88,0.05,0.03
06/29/2012,28.7,6.34,95,25.5,5.55,1.88,0.05,0.03
06/30/2012,28.8,6.34,100,22.6,5.57,1.78,0.05,0.03
07/01/2012,29.2,6.31,104,21.2,5.56,1.83,0.05,0.03
07/02/2012,29.7,6.39,105,15.7,5.3,1.84,0.05,0.03
07/03/2012,30.1,6.58,112,31.1,5.17,1.89,0.05,0.08
07/04/2012,30.4,6.61,119,29.5,4.94,1.89,0.05,0.12
07/05/2012,30.4,6.61,107,23,5.17,1.9,0.05,0.11
07/06/2012,31.2,6.52,114,24.3,4.7,2.12,0.05,0.11
07/07/2012,31.4,6.55,119,25.5,4.66,1.8,0.05,0.12
07/08/2012,31.3,6.76,122,22.8,4.16,1.7,0.04,0.12
07/09/2012,30.7,6.9,115,22.5,4.92,1.57,0.04,0.13
07/10/2012,31,6.93,120,24.2,5.1,1.53,0.05,0.12
07/11/2012,30.8,6.84,115,24.2,5.1,1.56,0.05,0.13
07/12/2012,30.9,6.8,122,19.8,5.28,1.73,0.04,0.13
07/13/2012,31,6.74,120,20.2,5.16,1.67,0.05,0.12
07/14/2012,30.5,6.7,107,20.8,5.26,1.64,0.05,0.12
07/15/2012,30.2,6.61,106,21.4,5.26,1.66,0.05,0.12
07/16/2012,28.9,6.53,101,21,5.18,1.73,0.05,0.11
07/17/2012,28.5,6.53,101,23.2,5.18,1.72,0.05,0.11
07/18/2012,28.2,6.54,105,36.9,5.13,1.91,0.06,0.14
07/19/2012,29.2,6.45,106,26.3,5.2,1.99,0.06,0.18
07/20/2012,29.3,6.45,110,19.1,5.04,1.83,0.06,0.19
07/21/2012,29.9,6.5,111,22.3,5.2,1.85,0.05,0.16
07/22/2012,29.4,6.55,109,25.2,5.05,1.89,0.06,0.16
07/23/2012,28.5,6.64,110,27,4.84,1.82,0.06,0.16
07/24/2012,28.7,6.75,115,47.5,4.73,2.14,0.06,0.19
07/25/2012,28.8,6.79,125,29.7,4.39,1.96,0.06,0.17
07/26/2012,29.3,6.78,121,21.7,4.62,1.76,0.06,0.14
07/27/2012,29.4,6.79,119,22.2,4.57,1.73,0.05,0.14
07/28/2012,29.4,6.76,118,20.9,4.58,2.1,0.05,0.13
07/29/2012,30.1,6.78,117,25.8,4.7,2.02,0.05,0.12
07/30/2012,29.8,6.7,119,23.4,4.68,1.93,0.05,0.11
07/31/2012,30.1,6.77,128,20.5,4.99,1.74,0.05,0.1
08/01/2012,30.2,6.79,123,19.8,5.6,1.72,0.04,0.06
08/02/2012,29.2,6.67,125,17.2,4.94,1.49,0.05,0.11
08/03/2012,28.3,6.7,116,38.7,4.6,1.77,0.06,0.14
08/04/2012,27.9,6.87,111,99.8,6.68,3.44,0.09,0.16
08/05/2012,27.8,6.93,102,191.7,7.27,3.78,,0.15
08/06/2012,28.5,6.79,103,153,7.38,2.44,0.06,0.09
08/07/2012,29,6.78,114,73.8,7,1.9,0.05,0.05
08/08/2012,29.3,6.75,115,54.3,6.56,2.08,0.05,0.08
08/09/2012,29.9,6.7,114,42.6,6.09,2.06,0.05,0.11
08/10/2012,29.5,6.83,119,33.1,5.89,1.97,0.05,0.09
08/11/2012,29.2,6.95,117,31.3,5.76,1.86,0.05,0.11
08/12/2012,30.1,6.92,120,26.3,5.48,1.92,0.05,0.15
08/13/2012,30.1,6.89,122,23.3,5.28,1.98,0.04,0.15
08/14/2012,30.7,6.93,124,24.1,5.23,1.96,0.05,0.14
08/15/2012,31,6.83,127,22.2,4.38,1.98,0.05,0.13
08/16/2012,30.4,6.85,136,19,4.5,2.36,0.05,0.09
08/17/2012,30.7,6.88,140,19.4,4.71,2.27,0.04,0.09
08/18/2012,30.5,6.76,139,21.9,4.13,1.95,0.05,0.15
08/19/2012,30,6.75,133,35.2,4.45,1.9,0.06,0.15
08/20/2012,30.3,6.7,121,47.8,4.62,1.98,0.06,0.14
08/21/2012,30,6.67,126,32.8,4.28,2.01,0.06,0.14
08/22/2012,30.5,6.66,131,28.6,3.69,2.17,0.06,0.16
08/23/2012,30.3,6.81,123,33.1,4.28,1.9,0.06,0.12
08/24/2012,30.1,6.72,97,41.2,4.64,1.94,0.06,0.13
08/25/2012,30.1,6.77,120,33.7,4.34,2.08,0.06,0.13
08/26/2012,29.8,6.78,134,28.7,4.12,2.11,0.06,0.13
08/27/2012,29.8,6.75,130,27.8,3.97,2.09,0.06,0.12
08/28/2012,29.8,6.74,109,37.1,4.51,2.01,0.05,0.13
08/29/2012,29.7,6.71,41,60.5,5.17,2.07,0.05,0.17
08/30/2012,29.7,6.72,40,59.5,5.31,2.1,0.05,0.14
08/31/2012,30,6.73,39,61.9,5.47,2.04,0.05,0.12
09/01/2012,29.9,6.75,61,55.4,5.07,2.21,0.05,0.12
09/02/2012,30.4,6.71,69,59.2,4.58,2.24,0.05,0.16
09/03/2012,28.8,6.8,58,57.4,4.93,2.21,0.05,0.13
09/04/2012,28.6,6.8,55,59.7,5.25,2.04,0.05,0.11
09/05/2012,28.4,6.8,61,57.2,5.18,2,0.06,0.15
09/06/2012,29.1,6.85,105,50.4,4.83,2.14,0.06,0.16
09/07/2012,29.9,6.79,117,50.2,4.26,2.12,0.06,0.15
09/08/2012,30,6.81,89,62.8,4.43,2.26,0.06,0.13
09/09/2012,30,6.75,64,56.7,4.74,2.23,0.05,0.17
09/10/2012,29.5,6.72,72,59.8,4.59,2.26,0.05,0.13
09/11/2012,30.1,6.8,121,36.4,3.97,2.22,0.05,0.1
09/12/2012,29.9,6.85,125,33,4.05,2.28,0.05,0.11
09/13/2012,29,6.8,121,32.6,4.04,2.08,0.05,0.11
09/14/2012,27.3,6.78,128,28.9,3.63,2.18,0.05,0.16
09/15/2012,26.5,6.88,125,35.2,4.02,2.01,0.05,0.12
09/16/2012,26.6,6.85,120,33.5,3.74,2.14,0.06,0.13
09/17/2012,26.2,6.83,125,33,3.82,2.29,0.06,0.15
09/18/2012,26.8,6.82,117,37.3,4.23,2.38,0.06,0.13
09/19/2012,26.9,6.8,131,30.8,3.24,2.28,0.05,0.17
09/20/2012,27.2,6.75,131,34.3,3.35,2.16,0.05,0.16
09/21/2012,26.4,6.79,128,29.7,3.13,2.43,0.05,0.13
09/22/2012,26.7,6.68,133,31.1,2.84,2.5,0.05,0.16
09/23/2012,26.2,6.67,135,35.4,2.9,2.76,0.05,0.16
09/24/2012,25.8,6.61,143,24.9,2.9,2.68,0.05,0.22
09/25/2012,26.1,6.61,141,28.9,3.36,2.57,0.05,0.14
09/26/2012,26.3,6.6,142,29.4,3.52,2.6,0.05,0.21
09/27/2012,26.3,6.5,126,30.7,3.77,2.62,0.06,0.28
09/28/2012,26.2,6.55,93,44.9,4.93,2.7,0.05,0.22
09/29/2012,25.6,6.74,105,40.3,4.67,2.93,0.06,0.2
09/30/2012,24.9,6.76,112,44,4.69,2.83,0.06,0.22
10/01/2012,24.4,6.78,112,30.5,4.45,2.43,0.05,0.15
10/02/2012,24.7,6.85,119,37.4,4.62,2,0.05,0.12
10/03/2012,24.9,6.76,131,29.5,4.45,2.12,0.05,0.16
10/04/2012,25,6.7,131,26.8,4.13,2.29,0.04,0.19
10/05/2012,25.1,6.69,128,21.7,3.84,2.35,0.04,0.17
10/06/2012,25.5,6.61,101,38.9,4.22,2.43,0.04,0.18
10/07/2012,24.9,6.52,108,36.4,4.01,2.62,0.04,0.23
10/08/2012,25.1,6.46,138,29.2,3.82,2.17,0.05,0.24
10/09/2012,24.9,6.39,141,26.9,3.95,2.49,0.05,0.21
10/10/2012,24.7,6.44,124,41.9,4.59,2.73,0.05,0.2
10/11/2012,24.1,6.45,88,51.7,5.04,2.95,0.06,0.22
10/12/2012,24.2,6.44,98,48.9,4.87,2.88,0.06,0.23
10/13/2012,24.4,6.39,95,50.2,4.77,3.01,0.05,0.26
10/14/2012,25.1,6.39,41,62.7,5.66,2.25,0.06,0.26
10/15/2012,25.6,6.35,37,63.3,6.32,2.58,0.05,0.22
10/16/2012,25.9,6.36,35,65.4,6.06,2.51,0.05,0.22
10/17/2012,26.2,6.41,27,65.2,6.25,2.79,0.05,0.25
10/18/2012,25,6.46,16,64.4,6.49,2.68,0.05,0.3
10/19/2012,24.8,6.65,17,66.7,6.82,2.82,0.05,0.29
10/20/2012,25,6.67,22,70.5,6.8,2.99,0.05,0.28
10/21/2012,25.1,6.7,34,72.7,6.59,2.31,0.05,0.31
10/22/2012,25.3,6.63,58,61.6,5.57,2.06,0.05,0.37
10/23/2012,25.3,6.54,74,59.3,5.03,2.46,0.05,0.5
10/24/2012,24.8,6.52,63,60.6,4.97,2.58,0.05,0.61
10/25/2012,25,6.53,74,57.1,4.64,2.73,0.05,0.61
10/26/2012,25.7,6.59,42,62.5,5.66,2.7,0.05,0.42
10/27/2012,26.5,6.65,30,67.2,6.35,2.56,0.05,0.39
10/28/2012,26.6,6.63,33,66.5,6.2,2.8,0.05,0.35
10/29/2012,25.5,6.6,41,63.1,5.92,2.57,0.04,0.35
10/30/2012,24.7,6.62,40,63,5.81,2.75,0.04,0.28
10/31/2012,24,6.62,32,66.2,6.27,2.34,0.06,0.19
11/01/2012,23.8,6.72,17,68,6.52,2.27,0.07,0.14
11/02/2012,23.7,6.83,16,69.6,6.35,2.24,0.06,0.15
11/03/2012,23.8,6.85,30,70.4,6.03,2.64,0.05,0.23
11/04/2012,23.8,6.87,36,69.9,5.99,3.04,0.05,0.27
11/05/2012,23,6.74,20,75,6.81,2.95,0.05,0.38
11/06/2012,23.1,6.76,22,73.2,6.01,3.24,0.06,0.43
11/07/2012,22.7,6.74,17,66.7,5.78,3.27,0.08,0.41
11/08/2012,22.3,6.83,23,74.5,6.33,3.4,0.08,0.34
11/09/2012,21.7,6.85,84,51.5,6.02,3.28,0.08,0.46
11/10/2012,22,6.85,205,14.4,3.97,3.06,0.08,0.47
11/11/2012,21.5,6.79,206,15.6,4.09,3.12,0.07,0.46
11/12/2012,21.2,6.85,217,17.5,3.84,3.14,0.08,0.51
11/13/2012,20.8,6.87,213,20.2,3.85,3.11,0.08,0.54
11/14/2012,20.5,6.8,206,16.4,4.14,3.18,0.08,0.8
11/15/2012,21.4,6.93,214,11.1,4.49,3.02,0.08,0.73
11/16/2012,21.1,6.89,212,12.5,3.99,3.19,0.08,0.56
11/17/2012,20.2,6.95,198,15.8,4.29,3.38,0.09,0.5
11/18/2012,19.8,6.82,203,17.8,4.28,3.53,0.09,0.66
11/19/2012,19.7,6.87,211,18.8,4.26,3.5,0.09,0.7
11/20/2012,19.9,6.76,215,12.8,3.94,3.15,0.09,0.67
11/21/2012,20,6.76,213,16.1,4.05,2.38,0.09,0.52
11/22/2012,20.1,6.8,199,21.2,4.2,1.91,0.09,0.6
11/23/2012,19.5,6.76,161,48.6,5.4,2.95,0.09,0.48
11/24/2012,18.8,6.69,161,45.7,5.72,2.69,0.09,0.42
11/25/2012,18.9,6.77,157,43.4,5.8,2.31,0.09,0.36
11/26/2012,18.1,6.87,132,121.7,7.72,2.59,0.11,0.18
11/27/2012,17.4,6.66,104,165.6,8.12,2.62,0.09,0.2
11/28/2012,17.2,6.65,117,104.5,7.84,2.57,0.09,0.19
11/29/2012,17.3,6.69,126,129.2,7.85,2.63,0.1,0.14
11/30/2012,17.3,6.65,109,117.6,8.13,2.8,0.08,0.05
12/01/2012,17.5,6.79,105,286.3,8.69,3.11,,0.03
12/02/2012,17.4,6.78,86,312.8,8.7,3.51,,0.03
12/03/2012,17.3,6.82,81,212.4,8.78,2.43,,0.03
12/04/2012,16.8,6.78,81,121.5,8.66,2.22,0.07,0.03
12/05/2012,16.9,6.82,85,73.9,8.59,2.02,0.06,0.03
12/06/2012,16.3,6.71,93,55.6,8.6,2.15,0.05,0.03
12/07/2012,16.2,6.75,95,43.2,8.52,2.21,0.05,0.03
12/08/2012,15.9,6.65,93,35.9,8.43,2.4,0.05,0.03
12/09/2012,16,6.7,107,30.5,8.48,2.34,0.05,0.03
12/10/2012,15.4,6.66,113,20.2,8.65,1.83,0.05,0.03
12/11/2012,15.1,6.73,115,27.2,8.76,1.85,0.05,0.03
12/12/2012,15,6.56,116,32.7,8.38,1.89,0.05,0.05
12/13/2012,15.9,6.51,118,21.2,7.36,2.1,0.05,0.1
12/14/2012,16.6,6.52,117,19.2,7.14,2.45,0.06,0.12
12/15/2012,17.8,6.42,128,16.9,6.94,2.93,0.07,0.16
12/16/2012,17.6,6.39,130,17.1,6.69,3.09,0.07,0.17
12/17/2012,17.3,6.41,128,14.5,6.7,2.41,0.06,0.2
12/18/2012,15.4,6.37,126,18.4,6.8,2.06,0.06,0.19
12/19/2012,14,6.35,128,19,6.96,1.9,0.07,0.19
12/20/2012,14.6,6.4,128,19.9,7.1,1.87,0.06,0.14
12/21/2012,15.4,6.35,128,20.9,6.9,2.08,0.07,0.18
12/22/2012,14.1,6.33,122,26,6.97,2.35,0.07,0.18
12/23/2012,13.2,6.36,120,25,7.15,2.46,0.08,0.17
12/24/2012,12.3,6.35,119,23.5,7.32,2.29,0.08,0.17
12/25/2012,13.6,6.47,128,20.3,7.25,2.37,0.08,0.19
12/26/2012,14.9,6.35,133,22.3,6.78,2.49,0.08,0.19
12/27/2012,15,6.25,134,21.5,6.34,2.42,0.07,0.21
12/28/2012,15.4,6.26,143,17.6,6.68,2.42,0.07,0.21
12/29/2012,14.8,6.3,132,23.9,7.36,2.23,0.07,0.19
12/30/2012,12.2,6.39,113,24.3,8.05,1.75,0.08,0.18
